pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025-09-30,90.9,2.15,6.13,"Crochet, Garrett",502671,676979,field_out,hit_into_play,,,,,5,Paul Goldschmidt flies out to left fielder Jarren Duran.,F,R,L,NYY,BOS,X,7.0,fly_ball,1,1,2025,-0.17,0.25,0.0,2.35,,,,1,6,Bot,42.24,90.12,,,,,-5.075779556238973,-132.4060462371269,-4.184596316175978,-0.9370105769922636,26.590490681703837,-28.53466954686136,3.37,1.56,338.0,94.9,25.0,92.1,2485,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.65,0.179,0.243,0.0,1.0,0.0,0.0,5.0,43,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,192,-0.009,-0.244,74.7,8.3,0.406,0.244,94.9,1,1,0.7192002897631224,0.7192002897631224,26,37,26,38,3,2,6,3,,2,2.49,-0.17,0.17,33.6,21.159537670052718,-14.200073432937447,29.207419806889447,43.97013736031053,33.50091546993875
ST,2025-09-30,86.2,1.98,6.27,"Crochet, Garrett",502671,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,-1.14,0.01,-1.81,0.28,,,,1,6,Bot,,,,,,,-6.739136230690496,-125.16241904479736,-8.018963173029539,-10.49410921912206,26.485504003032464,-30.51930468556749,3.46,1.68,,,,86.5,2520,6.7,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.77,,,,,,,,43,2,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,300,0.006,0.029,,,,-0.029,,1,1,0.7192002897631224,0.7192002897631224,26,37,26,38,3,2,6,3,,2,3.08,-1.14,1.14,42.0,,,,,
FC,2025-09-30,91.6,2.25,6.03,"Crochet, Garrett",502671,676979,,called_strike,,,,,5,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,-0.38,0.18,-0.2,2.44,,,,1,6,Bot,,,,,,,-5.449070425858874,-133.35086357378069,-3.703542066370728,-3.508382585875887,26.873889058834997,-29.453121302573457,3.41,1.56,,,,93.6,2410,7.3,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.2,,,,,,,,43,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,198,0.006,-0.039,,,,0.039,,1,1,0.7192002897631224,0.7192002897631224,26,37,26,38,3,2,6,3,,2,2.52,-0.38,0.38,31.6,,,,,
SI,2025-09-30,95.6,2.05,6.05,"Crochet, Garrett",676609,676979,field_out,hit_into_play,,,,,2,José Caballero flies out sharply to center fielder Ceddanne Rafaela.,F,R,L,NYY,BOS,X,8.0,fly_ball,2,0,2025,1.14,0.65,0.08,2.74,,,,0,6,Bot,130.44,40.88,,,,,-7.905218998852163,-138.98085093679467,-4.6166483692386375,16.602686929299843,32.538563778487394,-22.941578346362213,3.23,1.48,389.0,105.3,33.0,96.9,2350,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.29,0.717,1.461,0.0,1.0,0.0,0.0,6.0,42,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,141,-0.015,-0.378,75.4,7.0,2.842,0.378,105.3,1,1,0.7401786041492516,0.7401786041492516,26,28,26,29,2,1,6,2,,4,1.86,1.14,-1.14,33.0,14.881270173504609,-2.859230126342706,29.453234893861875,33.98849511101416,32.368072874218335
FC,2025-09-30,92.0,2.04,6.13,"Crochet, Garrett",676609,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,1,0,2025,-0.38,0.23,-0.94,0.16,,,,0,6,Bot,,,,,,,-6.842895733874365,-133.58245517691518,-9.900339913997996,-3.050719179580084,28.93631010447772,-27.41063738311662,3.2,1.48,,,,93.1,2404,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.43,,,,,,,,42,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,176,0.006,0.077,,,,-0.077,,1,1,0.7401786041492516,0.7401786041492516,26,28,26,29,2,1,6,2,,4,2.47,-0.38,0.38,36.8,,,,,
FF,2025-09-30,98.4,2.01,6.11,"Crochet, Garrett",676609,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,0,2025,0.52,1.37,-0.58,1.17,,,,0,6,Bot,,,,,,,-8.350617861293014,-142.63129361072524,-11.19492490131457,9.140386230047376,34.718957327060444,-11.017141005383277,3.25,1.48,,,,99.5,2517,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.28,,,,,,,,42,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,142,0.006,0.041,,,,-0.041,,1,1,0.7401786041492516,0.7401786041492516,26,28,26,29,2,1,6,2,,4,1.02,0.52,-0.52,36.3,,,,,
SI,2025-09-30,97.6,2.24,6.05,"Crochet, Garrett",669224,676979,strikeout,called_strike,,,,,1,Austin Wells called out on strikes.,F,L,L,NYY,BOS,S,2.0,,0,2,2025,1.28,0.36,-0.31,3.51,,,,2,5,Bot,,,,,,,-10.008560247632238,-141.66131556194162,-2.132257715951015,19.68485496037717,36.10228989953041,-26.99478021660198,3.59,1.62,,,,99.0,2419,7.5,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.04,,0.0,0.0,1.0,0.0,0.0,,38,5,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,138,-0.004,-0.16,,,,0.16,,1,1,0.6705445829029358,0.6705445829029358,26,25,26,26,2,1,6,2,,1,2.06,1.28,1.28,32.2,,,,,
ST,2025-09-30,84.1,1.96,6.29,"Crochet, Garrett",669224,676979,,foul,,,,,5,Foul,F,L,L,NYY,BOS,S,,,0,2,2025,-1.0,-0.34,0.07,2.37,,,,2,5,Bot,,,,,,,-2.4291611809224083,-122.46235351072274,-2.036348519252808,-9.540525501817276,25.215948277795288,-35.34505037314368,3.53,1.62,172.0,73.0,67.0,85.2,2326,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.44,,,,,,,,38,4,Sweeper,1,0,1,0,0,1,1,0,Infield shade,Standard,307,0.006,0.0,67.3,7.7,,0.0,88.0,1,1,0.6705445829029358,0.6705445829029358,26,25,26,26,2,1,6,2,,1,3.57,-1.0,-1.0,41.2,14.360076262826489,-7.888492588821855,32.63919283618738,33.922650226888834,32.69690108050949
FF,2025-09-30,98.2,2.19,6.05,"Crochet, Garrett",669224,676979,,foul,,,,,1,Foul,F,L,L,NYY,BOS,S,,,0,2,2025,0.27,1.18,-0.49,3.34,,,,2,5,Bot,,,,,,,-7.982831844716678,-142.80198918357237,-4.615731034749825,5.538861696297012,34.320384846015195,-15.183571507281664,3.53,1.62,204.0,82.7,18.0,99.5,2444,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.34,,,,,,,,38,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,140,0.006,0.0,70.0,6.6,,0.0,88.0,1,1,0.6705445829029358,0.6705445829029358,26,25,26,26,2,1,6,2,,1,1.2,0.27,0.27,31.9,0.5395303057134032,22.40039627831415,20.395159591748527,41.74178200792845,9.693681977897803
ST,2025-09-30,83.8,1.83,6.21,"Crochet, Garrett",669224,676979,,called_strike,,,,,7,Called Strike,F,L,L,NYY,BOS,S,,,0,1,2025,-1.13,-0.37,-0.56,1.52,,,,2,5,Bot,,,,,,,-3.3483321956625924,-122.02184240419147,-3.7566063010094863,-10.617709658734938,24.125687813702758,-35.31974525728849,3.54,1.62,,,,85.1,2285,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.38,,,,,,,,38,2,Sweeper,1,0,1,0,0,1,1,0,Infield shade,Standard,306,0.006,-0.057,,,,0.057,,1,1,0.6705445829029358,0.6705445829029358,26,25,26,26,2,1,6,2,,1,3.61,-1.13,-1.13,42.8,,,,,
FF,2025-09-30,97.6,2.03,6.28,"Crochet, Garrett",669224,676979,,called_strike,,,,,7,Called Strike,F,L,L,NYY,BOS,S,,,0,0,2025,-0.1,1.27,-0.68,2.1,,,,2,5,Bot,,,,,,,-7.161763300226514,-141.89626319425642,-8.772620767554878,0.21277660396289,30.346177625402408,-13.24458439421421,3.57,1.76,,,,99.0,2460,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.5,,,,,,,,38,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,155,0.006,-0.043,,,,0.043,,1,1,0.6705445829029358,0.6705445829029358,26,25,26,26,2,1,6,2,,1,1.12,-0.1,-0.1,42.2,,,,,
FC,2025-09-30,90.5,1.94,6.12,"Crochet, Garrett",683011,676979,strikeout,swinging_strike,,,,,13,Anthony Volpe strikes out swinging.,F,R,L,NYY,BOS,S,2.0,,2,2,2025,-0.26,0.21,-1.06,1.14,,,,1,5,Bot,,,,,,,-7.024779393346083,-131.4444320392835,-6.94834557756765,-1.4426656827510975,30.12617513259198,-28.401263974192105,3.39,1.61,,,,91.5,2475,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.34,,0.0,0.0,1.0,0.0,0.0,,37,8,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,229,-0.01,-0.228,72.0,7.6,,0.228,,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,2.61,-0.26,0.26,36.6,9.064221486787488,-7.171380147000031,44.38903472940279,25.502473662853497,32.19691455634715
FF,2025-09-30,97.8,1.85,6.22,"Crochet, Garrett",683011,676979,,foul,,,,,5,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,0.21,1.13,-0.27,2.5,,,,1,5,Bot,,,,,,,-6.312275470007477,-142.162106211148,-7.212140390172006,4.341983687780997,33.66977712204223,-15.413321667759275,3.39,1.61,253.0,85.1,36.0,99.1,2460,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.35,,,,,,,,37,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,150,0.005,0.0,72.8,6.0,,0.0,88.0,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,1.27,0.21,-0.21,40.7,-6.385013253927613,32.46303842265923,37.76339195897785,34.06407095016806,13.078618161800446
ST,2025-09-30,84.1,2.03,6.17,"Crochet, Garrett",683011,676979,,foul,,,,,13,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,-1.26,-0.26,-0.47,1.38,,,,1,5,Bot,,,,,,,-3.355642584556148,-122.42942472684736,-4.207385229211632,-11.925906940153528,25.43784542207625,-34.14879976576688,3.39,1.61,4.0,73.7,-23.0,85.0,2305,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.52,,,,,,,,37,6,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,303,0.005,0.0,73.0,8.8,,0.0,88.0,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,3.5,-1.26,1.26,40.0,18.872429477012144,-32.992700665327554,37.46778392318768,33.89716303641366,46.64975179567501
ST,2025-09-30,83.9,1.98,6.27,"Crochet, Garrett",683011,676979,,foul,,,,,13,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,-1.61,-0.27,-1.07,1.79,,,,1,5,Bot,,,,,,,-3.933712476309735,-122.05840151021474,-3.410775268095362,-15.179321256243666,25.87332089447498,-34.3748626981756,3.39,1.61,5.0,64.6,-20.0,85.2,2413,7.3,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.19,,,,,,,,37,5,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,307,0.005,0.0,70.1,8.2,,0.0,88.0,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,3.53,-1.61,1.61,40.9,16.080028057496115,-16.89813378125674,36.37438303621191,28.336858210441655,36.91878571700079
FC,2025-09-30,90.7,1.87,6.1,"Crochet, Garrett",683011,676979,,foul,,,,,4,Foul,F,R,L,NYY,BOS,S,,,2,1,2025,-0.41,0.31,-0.44,2.69,,,,1,5,Bot,,,,,,,-4.960870228013499,-132.00041384941045,-3.318266069614206,-3.782178042536233,27.60479371370581,-28.009931021144755,3.39,1.61,2.0,59.8,-51.0,92.1,2299,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.43,,,,,,,,37,4,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,186,0.005,-0.07,72.2,6.9,,0.07,88.0,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,2.45,-0.41,0.41,33.0,16.87971337873888,7.321261999754951,29.58420691194593,33.762941445025746,25.67509724098668
FF,2025-09-30,95.9,2.29,6.08,"Crochet, Garrett",683011,676979,,ball,,,,,12,Ball,F,R,L,NYY,BOS,B,,,1,1,2025,0.45,1.19,0.35,4.4,,,,1,5,Bot,,,,,,,-6.228845944501847,-139.59682662668985,-1.573457805221004,7.233828917320298,30.361447906639192,-16.406936841234472,3.51,1.61,,,,97.4,2248,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.45,,,,,,,,37,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,132,0.005,0.055,,,,-0.055,,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,1.28,0.45,-0.45,34.4,,,,,
CH,2025-09-30,86.5,1.91,5.88,"Crochet, Garrett",683011,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,0.28,0.03,-1.87,-0.94,,,,1,5,Bot,,,,,,,-9.72236691789312,-125.35641680309011,-10.260907684210023,4.793988293583767,24.285183345172136,-29.999689851510905,3.46,1.61,,,,88.0,1424,7.4,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.11,,,,,,,,37,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,114,0.005,0.029,,,,-0.029,,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,3.04,0.28,-0.28,30.9,,,,,
FF,2025-09-30,96.7,2.34,6.09,"Crochet, Garrett",683011,676979,,called_strike,,,,,2,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,0.48,1.29,-0.23,3.13,,,,1,5,Bot,,,,,,,-8.06195458249335,-140.521282297956,-5.335851791970335,8.222502977190477,32.639798843029375,-14.042883076631778,3.43,1.61,,,,98.0,2485,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.34,,,,,,,,37,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,138,0.005,-0.039,,,,0.039,,1,1,0.6866940439402184,0.6866940439402184,26,24,26,24,2,1,6,2,,1,1.16,0.48,-0.48,34.0,,,,,
ST,2025-09-30,82.0,1.85,6.35,"Crochet, Garrett",663757,676979,strikeout,called_strike,,,,,6,Trent Grisham called out on strikes.,F,L,L,NYY,BOS,S,2.0,,2,2,2025,-1.09,-0.15,0.77,2.74,,,,0,5,Bot,,,,,,,-0.3366222340903493,-119.43568498963393,-1.278360860530763,-10.287548272589994,25.082711875183406,-33.57619978738342,3.62,1.76,,,,82.0,2129,6.5,813074,665966,663853,686765,608324,596115,680776,678882,681987,54.03,,0.0,0.0,1.0,0.0,0.0,,36,5,Sweeper,1,0,1,0,0,1,1,0,Infield shade,Standard,295,-0.016,-0.232,,,,0.232,,1,1,0.7080444967963773,0.7080444967963773,26,28,26,29,2,1,6,2,,1,3.56,-1.09,-1.09,41.0,,,,,
SI,2025-09-30,96.5,2.07,5.98,"Crochet, Garrett",663757,676979,,called_strike,,,,,3,Called Strike,F,L,L,NYY,BOS,S,,,2,1,2025,1.09,0.76,0.7,3.36,,,,0,5,Bot,,,,,,,-6.234413161625645,-140.27880957258836,-3.0935802620596373,15.785685373073305,34.74153069807819,-21.670881955711184,3.7,1.87,,,,97.5,2319,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.39,,,,,,,,36,4,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,140,0.005,-0.073,,,,0.073,,1,1,0.7080444967963773,0.7080444967963773,26,28,26,29,2,1,6,2,,1,1.71,1.09,1.09,31.1,,,,,
FF,2025-09-30,97.0,2.23,6.12,"Crochet, Garrett",663757,676979,,ball,,,,,3,Ball,F,L,L,NYY,BOS,B,,,1,1,2025,0.65,1.41,0.7,3.68,,,,0,5,Bot,,,,,,,-5.665526955345936,-141.0937519636943,-4.19082234183501,10.002721955865663,36.38840313974676,-12.720921432365987,3.7,1.92,,,,98.1,2398,7.3,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.25,,,,,,,,36,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,132,0.005,0.055,,,,-0.055,,1,1,0.7080444967963773,0.7080444967963773,26,28,26,29,2,1,6,2,,1,1.04,0.65,0.65,30.3,,,,,
SI,2025-09-30,95.6,2.29,6.1,"Crochet, Garrett",663757,676979,,ball,,,,,12,Ball,F,L,L,NYY,BOS,B,,,0,1,2025,1.2,0.73,1.57,3.18,,,,0,5,Bot,,,,,,,-4.682244358154552,-139.0518204996901,-3.6683788385218943,16.64448085910626,35.88492686904336,-22.128581104722752,3.67,1.84,,,,96.1,2371,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.54,,,,,,,,36,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,145,0.005,0.031,,,,-0.031,,1,1,0.7080444967963773,0.7080444967963773,26,28,26,29,2,1,6,2,,1,1.8,1.2,1.2,33.0,,,,,
FC,2025-09-30,90.1,2.23,6.3,"Crochet, Garrett",663757,676979,,foul,,,,,5,Foul,F,L,L,NYY,BOS,S,,,0,0,2025,-0.19,0.43,0.16,2.72,,,,0,5,Bot,,,,,,,-4.771494950623218,-130.9947977971921,-3.8322840163245337,-1.0932805400574857,30.6613744117073,-26.547001169175463,3.57,1.67,123.0,70.5,32.0,90.6,2436,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.6,,,,,,,,36,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,187,0.005,-0.039,70.5,7.4,,0.039,88.0,1,1,0.7080444967963773,0.7080444967963773,26,28,26,29,2,1,6,2,,1,2.4,-0.19,-0.19,37.1,14.570555257845507,4.867619781528386,25.55767740000298,38.5549767280602,21.01813854823189
FF,2025-09-30,96.9,2.2,6.02,"Crochet, Garrett",642708,676979,field_out,hit_into_play,,,,,5,"Amed Rosario grounds out, shortstop Trevor Story to first baseman Romy Gonzalez.",F,R,L,NYY,BOS,X,6.0,ground_ball,2,2,2025,0.15,1.11,0.08,2.62,,,,2,4,Bot,111.86,147.39,,,,,-6.081893019391252,-140.80297782618717,-6.0878063398605855,3.462223841073776,34.13313090093445,-16.172390198181873,3.49,1.62,10.0,81.7,-13.0,97.6,2421,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.57,0.083,0.089,0.0,1.0,0.0,0.0,2.0,30,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,141,-0.005,-0.224,70.1,6.6,0.086,0.224,88.0,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,1.34,0.15,-0.15,31.9,-5.437307212830123,14.035418421434562,34.838414889495226,28.99561359302337,20.67621419020964
FC,2025-09-30,90.1,2.06,6.25,"Crochet, Garrett",642708,676979,,foul,,,,,13,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,-0.65,0.1,-0.95,1.18,,,,2,4,Bot,,,,,,,-6.192818319468282,-131.03576046533794,-6.920468118646527,-6.151409781876802,28.338183298322765,-29.68110695620981,3.49,1.62,3.0,100.4,-24.0,91.3,2544,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.41,,,,,,,,30,6,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,221,0.006,0.0,72.4,8.2,,0.0,100.4,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,2.71,-0.65,0.65,40.1,20.16752943526725,-21.048986892182715,45.354947802460906,17.669165943273896,38.86912086877912
FF,2025-09-30,96.1,1.99,6.33,"Crochet, Garrett",642708,676979,,foul,,,,,2,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,0.2,1.42,0.23,3.22,,,,2,4,Bot,,,,,,,-5.174975737381972,-139.7048935800246,-5.931623247996477,3.842123889861056,32.76239391358822,-12.381304341991529,3.49,1.62,169.0,65.2,39.0,97.0,2384,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.58,,,,,,,,30,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,153,0.006,0.0,69.5,6.5,,0.0,88.0,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,1.06,0.2,-0.2,39.8,1.2825517718822688,20.03155037072524,26.436183377734707,32.08295399113132,16.85832306637946
FF,2025-09-30,98.5,2.3,6.13,"Crochet, Garrett",642708,676979,,ball,,,,,11,Ball,F,R,L,NYY,BOS,B,,,1,2,2025,0.47,1.56,-0.92,3.87,,,,2,4,Bot,,,,,,,-9.966217740450588,-143.0643538953762,-4.293788572338669,8.873937167257774,35.0063942956282,-9.990217525692543,3.46,1.62,,,,99.5,2496,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.4,,,,,,,,30,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,145,0.006,0.042,,,,-0.042,,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,0.81,0.47,-0.47,32.1,,,,,
ST,2025-09-30,82.7,1.81,6.23,"Crochet, Garrett",642708,676979,,foul,,,,,13,Foul,F,R,L,NYY,BOS,S,,,1,1,2025,-1.17,-0.38,-0.18,1.12,,,,2,4,Bot,,,,,,,-2.2750365287812304,-120.35187844210488,-4.342351978441688,-10.705840157408591,27.673974903543822,-35.067203920756135,3.49,1.62,,,,83.4,2283,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.31,,,,,,,,30,3,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,315,0.006,-0.062,68.8,8.1,,0.062,,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,3.76,-1.17,1.17,40.5,18.593443651139868,-9.795002095701134,40.405039598223965,28.2044085751332,35.1502738925212
FC,2025-09-30,91.6,2.31,6.16,"Crochet, Garrett",642708,676979,,swinging_strike,,,,,7,Swinging Strike,F,R,L,NYY,BOS,S,,,1,0,2025,-0.06,0.28,-0.35,1.79,,,,2,4,Bot,,,,,,,-6.660118928050108,-133.19654279512883,-5.83261823776393,0.8219111298239701,30.065044532662192,-27.698084785279026,3.49,1.62,,,,92.5,2596,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.49,,,,,,,,30,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,172,0.006,-0.054,79.4,7.9,,0.054,,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,2.45,-0.06,0.06,34.2,17.011960221760933,-12.34766530933038,33.80282018578912,26.519448683750998,37.97441919154221
ST,2025-09-30,82.6,2.0,6.25,"Crochet, Garrett",642708,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,0,2025,-1.16,-0.38,-0.88,0.85,,,,2,4,Bot,,,,,,,-4.355670126544169,-120.02889935808844,-4.995244033087785,-10.142022631115692,26.778201743053938,-34.94895555087098,3.46,1.52,,,,83.4,2347,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.27,,,,,,,,30,1,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,305,0.006,0.037,,,,-0.037,,1,1,0.6486401045892639,0.6486401045892639,26,29,26,30,2,1,6,4,,2,3.77,-1.16,1.16,42.8,,,,,
FC,2025-09-30,91.3,2.0,6.14,"Crochet, Garrett",519317,676979,strikeout,swinging_strike,,,,,5,Giancarlo Stanton strikes out swinging.,F,R,L,NYY,BOS,S,2.0,,3,2,2025,0.09,0.38,-0.18,2.51,,,,1,4,Bot,,,,,,,-5.78194100966039,-132.8313030825362,-4.126836763523783,2.3770726393927037,29.769968212251616,-26.952905901406588,3.79,1.84,,,,92.7,2476,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.29,,0.0,0.0,1.0,0.0,0.0,,29,6,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,193,-0.009,-0.332,84.9,8.1,,0.332,,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,2.36,0.09,-0.09,40.7,0.5063178366440526,15.067061089296429,35.67135952468229,40.16082084712096,13.59594278219244
FF,2025-09-30,97.7,2.14,6.1,"Crochet, Garrett",519317,676979,,ball,,,,,11,Ball,F,R,L,NYY,BOS,B,,,2,2,2025,0.64,1.36,-0.43,4.54,,,,1,4,Bot,,,,,,,-8.50449451712273,-141.88732817615903,-1.7740503342501133,10.792330130961526,36.42345455781513,-13.766075033407445,3.91,1.84,,,,98.3,2546,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.51,,,,,,,,29,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,143,0.006,0.104,,,,-0.104,,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,1.06,0.64,-0.64,34.7,,,,,
ST,2025-09-30,83.1,1.88,6.31,"Crochet, Garrett",519317,676979,,foul,,,,,8,Foul,F,R,L,NYY,BOS,S,,,2,1,2025,-0.98,-0.3,-0.26,2.43,,,,1,4,Bot,,,,,,,-3.012687066138153,-120.8980051270819,-1.710008942711051,-8.71508760677878,28.628218216687703,-34.90198719039476,3.79,1.84,171.0,65.9,56.0,83.2,2135,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.63,,,,,,,,29,4,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,305,0.006,-0.07,85.5,9.3,,0.07,88.0,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,3.66,-0.98,0.98,38.3,9.13344113502338,-9.34986824240292,26.48018468166232,40.258851446568016,29.28636415012792
