pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-09-30,97.5,2.28,6.12,"Crochet, Garrett",519317,676979,,ball,,,,,11,Ball,F,R,L,NYY,BOS,B,,,1,1,2025,0.45,1.17,-1.0,3.37,,,,1,4,Bot,,,,,,,-9.967766935305317,-141.4145897449052,-4.466224635730101,8.755288337318992,40.01313020954086,-15.666627723979945,3.88,1.84,,,,97.5,2411,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.49,,,,,,,,29,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,135,0.006,0.055,,,,-0.055,,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,1.29,0.45,-0.45,33.5,,,,,
ST,2025-09-30,82.8,2.03,6.28,"Crochet, Garrett",519317,676979,,foul,,,,,13,Foul,F,R,L,NYY,BOS,S,,,1,0,2025,-1.3,-0.17,-0.11,1.7,,,,1,4,Bot,,,,,,,-2.3820331516194395,-120.4474269086633,-3.5976384432513653,-12.031425954952022,26.0595851599732,-33.23154024161263,3.79,1.84,4.0,102.4,-25.0,83.4,2144,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.52,,,,,,,,29,2,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,304,0.006,-0.049,82.6,10.1,,0.049,102.4,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,3.52,-1.3,1.3,36.9,22.327825820690236,-19.956003518957875,28.188294645351665,43.28663711910183,40.12268083385027
FC,2025-09-30,91.7,2.12,6.09,"Crochet, Garrett",519317,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,0,2025,-0.28,0.17,-1.02,2.47,,,,1,4,Bot,,,,,,,-7.465019617501359,-133.4039183784332,-3.7121329039212414,-1.6796144465848335,28.757883839510885,-29.578874911213376,3.88,1.84,,,,93.3,2475,7.3,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.24,,,,,,,,29,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,180,0.006,0.039,,,,-0.039,,1,1,0.6644263025498808,0.6644263025498808,26,35,26,36,2,1,6,2,,1,2.55,-0.28,0.28,34.3,,,,,
FC,2025-09-30,90.5,2.22,6.19,"Crochet, Garrett",641355,676979,field_out,hit_into_play,,,,,7,"Cody Bellinger grounds out, second baseman Nick Sogard to first baseman Romy Gonzalez.",F,L,L,NYY,BOS,X,4.0,ground_ball,0,0,2025,-0.69,0.55,-0.44,2.11,,,,0,4,Bot,159.52,134.63,,,,,-5.214332814709582,-131.68260683645406,-5.501447953165267,-6.976526536307635,26.778436996039357,-24.86496761217968,3.8,1.78,137.0,74.3,13.0,91.6,2502,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.62,0.427,0.384,0.0,1.0,0.0,0.0,4.0,28,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,179,-0.015,-0.259,70.1,8.2,0.427,0.259,88.0,1,1,0.685453689644795,0.685453689644795,26,29,26,30,2,1,6,2,,1,2.23,-0.69,-0.69,36.2,18.862798948443476,-4.4857296954524575,33.3243035841456,38.94427217453605,34.657049489319554
FC,2025-09-30,92.3,2.17,6.16,"Crochet, Garrett",592450,676979,field_out,hit_into_play,,,,,6,Aaron Judge flies out to left fielder Jarren Duran.,F,R,L,NYY,BOS,X,7.0,fly_ball,3,1,2025,0.07,0.24,0.33,2.64,,,,2,3,Bot,94.11,79.94,,,,,-4.9141466232787,-134.26610745325138,-3.690723837118605,1.9225517979998743,30.059152343502973,-28.694974018527507,4.06,1.84,306.0,90.3,41.0,93.6,2585,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.32,0.014,0.019,0.0,1.0,0.0,0.0,3.0,22,5,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,189,-0.004,-0.414,79.0,8.7,0.031,0.414,90.3,1,1,0.6330757658931386,0.6330757658931386,26,33,26,33,2,1,6,2,,1,2.45,0.07,-0.07,35.8,18.127398825203784,-11.737302951977458,33.1986719868165,47.12481110533037,37.0308268092841
CH,2025-09-30,86.6,1.85,6.06,"Crochet, Garrett",592450,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,2,1,2025,0.18,-0.34,-0.96,0.45,,,,2,3,Bot,,,,,,,-7.195926221753321,-125.81615179797122,-6.53467301224334,3.397695057082432,26.930939495613675,-34.57552634228942,4.04,1.84,,,,88.0,1009,7.4,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.15,,,,,,,,22,4,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,87,0.005,0.117,,,,-0.117,,1,1,0.6330757658931386,0.6330757658931386,26,33,26,33,2,1,6,2,,1,3.4,0.18,-0.18,35.9,,,,,
ST,2025-09-30,84.7,1.88,6.26,"Crochet, Garrett",592450,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,1,1,2025,-1.35,-0.28,-0.66,1.47,,,,2,3,Bot,,,,,,,-3.2840990104492844,-123.20186717896422,-4.238895488977235,-12.818648061840792,28.74646840976129,-34.2358725008934,4.12,1.84,,,,85.5,2323,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.26,,,,,,,,22,3,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,303,0.005,0.053,,,,-0.053,,1,1,0.6330757658931386,0.6330757658931386,26,33,26,33,2,1,6,2,,1,3.5,-1.35,1.35,39.9,,,,,
FF,2025-09-30,98.1,2.08,6.14,"Crochet, Garrett",592450,676979,,ball,,,,,11,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,0.51,1.56,-0.94,3.96,,,,2,3,Bot,,,,,,,-9.502562175418351,-142.43395099143018,-4.038683964726349,9.259781948065806,34.562708013260625,-10.179769143635898,4.12,1.9,,,,99.3,2552,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.29,,,,,,,,22,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,139,0.005,0.027,,,,-0.027,,1,1,0.6330757658931386,0.6330757658931386,26,33,26,33,2,1,6,2,,1,0.83,0.51,-0.51,37.0,,,,,
FF,2025-09-30,97.3,2.48,6.08,"Crochet, Garrett",592450,676979,,called_strike,,,,,2,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,0.69,1.21,0.16,3.64,,,,2,3,Bot,,,,,,,-7.887082315081131,-141.38392720951563,-3.745611356199555,11.154101872932738,36.38106388614415,-15.30164297873495,4.2,1.87,,,,97.8,2477,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.55,,,,,,,,22,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,141,0.005,-0.043,,,,0.043,,1,1,0.6330757658931386,0.6330757658931386,26,33,26,33,2,1,6,2,,1,1.23,0.69,-0.69,32.1,,,,,
FC,2025-09-30,91.1,2.1,6.25,"Crochet, Garrett",502671,676979,strikeout,swinging_strike_blocked,,,,,13,"Paul Goldschmidt strikes out swinging, catcher Carlos Narváez to first baseman Romy Gonzalez.",F,R,L,NYY,BOS,S,2.0,,3,2,2025,-0.31,0.25,-0.64,0.63,,,,1,3,Bot,,,,,,,-6.330235041522146,-132.47573363385965,-8.994151579967992,-2.6032277480970225,23.11478815847428,-27.798295315464824,3.37,1.56,,,,93.3,2430,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.28,,0.0,0.0,1.0,0.0,0.0,,21,7,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,191,-0.01,-0.332,71.6,8.6,,0.332,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,2.46,-0.31,0.31,36.9,28.85630308907135,-36.46428263869097,34.96140012283498,35.81444767373459,46.8130240011464
FC,2025-09-30,88.5,1.96,6.31,"Crochet, Garrett",502671,676979,,ball,,,,,12,Ball,F,R,L,NYY,BOS,B,,,2,2,2025,-0.37,0.0,0.99,3.7,,,,1,3,Bot,,,,,,,-1.6104664222082918,-128.88600179895477,-0.2517333104234981,-3.742138523357758,29.581035686649063,-32.36806064815584,3.44,1.71,,,,89.0,2243,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.69,,,,,,,,21,6,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,223,0.005,0.104,,,,-0.104,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,2.93,-0.37,0.37,40.8,,,,,
CH,2025-09-30,85.0,1.83,6.07,"Crochet, Garrett",502671,676979,,ball,,,,,14,Ball,F,R,L,NYY,BOS,B,,,1,2,2025,0.29,0.17,1.88,2.12,,,,1,3,Bot,,,,,,,-0.4766187342299089,-123.7323996643566,-3.25887667905706,3.0607375892505884,26.55030947213436,-30.012765066075666,3.49,1.71,,,,86.7,967,7.5,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.0,,,,,,,,21,5,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,132,0.005,0.048,,,,-0.048,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,3.01,0.29,-0.29,33.8,,,,,
CH,2025-09-30,85.9,2.04,6.11,"Crochet, Garrett",502671,676979,,ball,,,,,14,Ball,F,R,L,NYY,BOS,B,,,0,2,2025,0.18,-0.11,2.01,2.57,,,,1,3,Bot,,,,,,,-0.4288139966048399,-125.08640981489368,-1.8754759850051907,1.9743674406195677,27.31922821692585,-33.15219478728552,3.49,1.68,,,,87.2,978,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.27,,,,,,,,21,4,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,132,0.005,0.017,,,,-0.017,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,3.22,0.18,-0.18,34.6,,,,,
FF,2025-09-30,98.0,2.17,6.27,"Crochet, Garrett",502671,676979,,foul,,,,,12,Foul,F,R,L,NYY,BOS,S,,,0,2,2025,0.36,1.12,0.78,3.51,,,,1,3,Bot,,,,,,,-4.651921973055787,-142.5479982367999,-4.586286301399163,6.05642061027786,34.729707653973755,-16.007318869033057,3.37,1.56,237.0,83.0,47.0,98.9,2424,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.57,,,,,,,,21,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,146,0.005,0.0,62.4,6.6,,0.0,88.0,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,1.26,0.36,-0.36,37.4,-3.673098046572325,25.031416393579608,19.42774901954781,52.07074265097256,1.4310692351626626
CH,2025-09-30,85.7,2.24,6.03,"Crochet, Garrett",502671,676979,,swinging_strike,,,,,14,Swinging Strike,F,R,L,NYY,BOS,S,,,0,1,2025,0.23,-0.04,0.97,1.47,,,,1,3,Bot,,,,,,,-3.53755187964739,-124.78842953225312,-4.484365511261306,3.130597037464778,25.892027299581727,-31.830680133181392,3.37,1.56,,,,87.3,947,7.4,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.14,,,,,,,,21,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,114,0.005,-0.052,67.3,8.7,,0.052,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,3.14,0.23,-0.23,33.8,18.669473155987543,-16.63243016947903,31.04444608447651,54.27973273244551,31.97437667483871
FC,2025-09-30,91.2,2.26,6.24,"Crochet, Garrett",502671,676979,,called_strike,,,,,5,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,-0.53,0.31,0.2,2.36,,,,1,3,Bot,,,,,,,-4.079316327675561,-132.7624386330272,-4.59778999685755,-5.3547773225826765,28.08177622298385,-27.696479308789904,3.54,1.71,,,,92.3,2407,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.59,,,,,,,,21,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,179,0.005,-0.039,,,,0.039,,1,1,0.6483113634514245,0.6483113634514245,26,37,26,38,2,1,6,3,,2,2.42,-0.53,0.53,35.5,,,,,
FF,2025-09-30,97.7,1.9,6.27,"Crochet, Garrett",676609,676979,strikeout,swinging_strike,,,,,12,José Caballero strikes out swinging.,F,R,L,NYY,BOS,S,2.0,,3,2,2025,0.4,1.26,0.33,3.45,,,,0,3,Bot,,,,,,,-5.249462808371082,-142.1241783722858,-5.012503939167591,6.690293923213952,34.56312470569986,-14.184931084398263,3.23,1.48,,,,98.9,2394,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.39,,0.0,0.0,1.0,0.0,0.0,,20,8,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,150,-0.016,-0.345,69.7,6.3,,0.345,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,1.14,0.4,-0.4,39.6,7.675512339905185,15.58560534191195,22.776723973055883,39.41191002780768,22.84181592176212
FF,2025-09-30,96.1,2.21,6.13,"Crochet, Garrett",676609,676979,,ball,,,,,12,Ball,F,R,L,NYY,BOS,B,,,2,2,2025,0.57,1.07,0.1,5.05,,,,0,3,Bot,,,,,,,-7.005485705079801,-139.78590221613965,0.3599872094370627,9.102005845018915,34.48202658290951,-18.58011214225261,3.22,1.48,,,,97.4,2385,7.3,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.22,,,,,,,,20,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,145,0.004,0.112,,,,-0.112,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,1.42,0.57,-0.57,33.7,,,,,
ST,2025-09-30,84.2,1.97,6.29,"Crochet, Garrett",676609,676979,,foul,,,,,4,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,-0.87,-0.26,-0.52,2.13,,,,0,3,Bot,,,,,,,-4.077710083146942,-122.41238842180134,-2.663369237614196,-7.6773644086669455,27.94668683643969,-34.40348870194593,3.23,1.48,,,,84.4,2166,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.65,,,,,,,,20,6,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,313,0.004,0.0,53.0,6.4,,0.0,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,3.52,-0.87,0.87,39.6,-1.7634037769536297,6.24446060370721,32.666538757189464,28.44805385193205,32.833182659321764
FC,2025-09-30,88.3,1.97,6.32,"Crochet, Garrett",676609,676979,,foul,,,,,4,Foul,F,R,L,NYY,BOS,S,,,2,2,2025,-0.45,0.02,-0.34,2.63,,,,0,3,Bot,,,,,,,-4.774295444219332,-128.54711676156728,-2.96413220858605,-3.9010419773691023,27.654769475035454,-31.495297434526652,3.23,1.48,,,,89.3,2334,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.56,,,,,,,,20,5,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,242,0.004,0.0,61.7,6.1,,0.0,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,2.91,-0.45,0.45,40.3,2.5797161454877457,19.61387438590748,28.36211375288336,30.340723503551256,26.570009166878112
FF,2025-09-30,97.2,2.27,6.21,"Crochet, Garrett",676609,676979,,ball,,,,,12,Ball,F,R,L,NYY,BOS,B,,,1,2,2025,0.42,1.4,1.33,4.28,,,,0,3,Bot,,,,,,,-3.532373007064536,-141.39036545115675,-2.826657168662864,6.549533377344668,35.89400875187829,-13.03931553589907,3.17,1.51,,,,97.9,2387,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.52,,,,,,,,20,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,139,0.004,0.043,,,,-0.043,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,1.03,0.42,-0.42,34.6,,,,,
FF,2025-09-30,96.9,2.24,6.32,"Crochet, Garrett",676609,676979,,ball,,,,,12,Ball,F,R,L,NYY,BOS,B,,,0,2,2025,0.11,1.43,0.17,3.96,,,,0,3,Bot,,,,,,,-5.831745545530128,-140.9365534930244,-4.012430181550961,2.852184390859607,34.956019018269416,-12.414990741660231,3.22,1.46,,,,97.6,2461,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.6,,,,,,,,20,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,136,0.004,0.024,,,,-0.024,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,1.01,0.11,-0.11,36.6,,,,,
ST,2025-09-30,84.0,1.93,6.3,"Crochet, Garrett",676609,676979,,swinging_strike,,,,,13,Swinging Strike,F,R,L,NYY,BOS,S,,,0,1,2025,-1.68,-0.31,-1.05,0.37,,,,0,3,Bot,,,,,,,-3.5802433514745986,-122.0482485681618,-6.611131431828852,-15.74616246642967,28.53343431517264,-33.90676088442681,3.23,1.48,,,,83.9,2385,6.7,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.76,,,,,,,,20,2,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,307,0.004,-0.055,63.7,8.6,,0.055,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,3.6,-1.68,1.68,40.5,27.86971946136114,-49.8810107237814,37.743390627898016,26.53593648054693,67.73453069866603
FC,2025-09-30,92.1,2.15,6.25,"Crochet, Garrett",676609,676979,,called_strike,,,,,9,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,-0.34,0.25,0.36,1.64,,,,0,3,Bot,,,,,,,-3.8737344807119656,-133.90253405715174,-6.444356477803233,-3.1485251865602333,30.94648932378336,-27.925764101243423,3.04,1.46,,,,93.0,2577,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.49,,,,,,,,20,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,170,0.004,-0.039,,,,0.039,,1,1,0.6687342441145202,0.6687342441145202,26,28,26,29,1,0,6,2,,4,2.46,-0.34,0.34,37.8,,,,,
SI,2025-09-30,96.6,2.25,6.14,"Crochet, Garrett",669224,676979,field_out,hit_into_play,,,,,14,Austin Wells pops out softly to first baseman Romy Gonzalez.,F,L,L,NYY,BOS,X,3.0,popup,1,1,2025,1.36,0.67,1.27,2.4,,,,2,2,Bot,149.43,165.22,,,,,-5.80413763712591,-140.4266787004425,-5.967067099629495,19.30451762546924,33.47776211118772,-22.119405709768422,3.53,1.62,108.0,58.2,63.0,97.7,2347,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.42,0.002,0.002,0.0,1.0,0.0,0.0,1.0,15,3,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,145,-0.004,-0.244,81.8,7.8,0.002,0.244,88.0,1,1,0.6214530822680625,0.6214530822680625,26,25,26,26,1,0,6,2,,1,1.79,1.36,1.36,36.9,16.61966836818575,-17.557530656267303,38.98762521874722,17.722095838141144,29.06425594165585
FF,2025-09-30,97.6,2.35,6.15,"Crochet, Garrett",669224,676979,,ball,,,,,12,Ball,F,L,L,NYY,BOS,B,,,0,1,2025,0.6,1.18,1.28,3.62,,,,2,2,Bot,,,,,,,-4.3272102171255815,-141.9948017395927,-3.988767282130521,9.127721515626712,36.64780767219348,-15.603213644250674,3.59,1.7,,,,98.4,2456,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.45,,,,,,,,15,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,133,0.005,0.027,,,,-0.027,,1,1,0.6214530822680625,0.6214530822680625,26,25,26,26,1,0,6,2,,1,1.24,0.6,0.6,31.9,,,,,
SI,2025-09-30,97.8,2.47,6.09,"Crochet, Garrett",669224,676979,,foul,,,,,14,Foul,F,L,L,NYY,BOS,S,,,0,0,2025,1.26,0.59,1.39,2.14,,,,2,2,Bot,,,,,,,-5.89581417087369,-142.10786501573753,-6.545060020709027,18.438597981613597,35.172276174296435,-22.79193770480066,3.53,1.62,,,,98.7,2369,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.44,,,,,,,,15,1,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,138,0.005,-0.043,73.9,8.0,,0.043,,1,1,0.6214530822680625,0.6214530822680625,26,25,26,26,1,0,6,2,,1,1.81,1.26,1.26,32.7,20.06241589995336,-22.31707649175344,37.407991185486416,16.683296964353282,34.246125685549345
SI,2025-09-30,97.1,2.1,6.2,"Crochet, Garrett",683011,676979,home_run,hit_into_play,,,,,3,Anthony Volpe homers (1) on a fly ball to right field.,F,R,L,NYY,BOS,X,,fly_ball,1,2,2025,1.15,0.62,0.37,2.99,,,,2,2,Bot,213.18,70.99,,,,,-7.385930025467293,-141.29241807831343,-4.578340232452954,17.051217246316753,30.828605979772416,-22.98271066148752,3.39,1.61,382.0,105.2,22.0,98.8,2345,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.34,0.74,1.177,2.0,1.0,0.0,3.0,6.0,14,5,Sinker,0,0,0,0,0,1,1,0,Standard,Standard,147,0.115,2.674,79.4,6.6,2.091,-2.674,105.2,0,0,0.5110582726790304,0.5110582726790304,26,24,26,24,1,0,6,2,,1,1.79,1.15,-1.15,32.7,10.522954205444746,19.50641457797725,24.807621974028216,43.67074611215487,20.98917329352015
ST,2025-09-30,83.8,2.06,6.39,"Crochet, Garrett",683011,676979,,foul,,,,,3,Foul,F,R,L,NYY,BOS,S,,,1,2,2025,-1.0,-0.4,0.69,3.29,,,,2,2,Bot,,,,,,,-1.2026941605255117,-122.01018085704789,0.0389355834184403,-9.700034762657143,24.400013390021943,-36.38130837732813,3.39,1.61,229.0,85.4,55.0,84.6,2409,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.69,,,,,,,,14,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,297,0.0,0.0,,,,0.0,88.0,0,0,0.5110582726790304,0.5110582726790304,26,24,26,24,1,0,6,2,,1,3.65,-1.0,1.0,42.7,,,,,
FF,2025-09-30,96.5,2.12,6.34,"Crochet, Garrett",683011,676979,,foul,,,,,2,Foul,F,R,L,NYY,BOS,S,,,1,1,2025,0.06,1.19,0.14,2.94,,,,2,2,Bot,,,,,,,-5.500672999864724,-140.4282977368277,-6.268497858043605,2.0712031083382656,31.17562736491903,-15.15463400241136,3.39,1.61,207.0,81.6,19.0,97.9,2264,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.47,,,,,,,,14,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,-0.062,75.3,6.6,,0.062,88.0,0,0,0.5110582726790304,0.5110582726790304,26,24,26,24,1,0,6,2,,1,1.25,0.06,-0.06,39.6,5.068195851903615,32.87422138158055,28.915109947202158,41.56129626243265,13.855647678972645
FF,2025-09-30,97.4,2.2,6.22,"Crochet, Garrett",683011,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,0.05,1.15,-1.39,1.75,,,,2,2,Bot,,,,,,,-9.885235601714674,-141.26877526440444,-9.18590951729336,2.991331240991355,32.29951004599943,-14.784233138186478,3.43,1.61,,,,98.5,2310,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.41,,,,,,,,14,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,145,0.0,0.027,,,,-0.027,,0,0,0.5110582726790304,0.5110582726790304,26,24,26,24,1,0,6,2,,1,1.27,0.05,-0.05,34.9,,,,,
FF,2025-09-30,96.9,2.29,6.1,"Crochet, Garrett",683011,676979,,called_strike,,,,,3,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,0.19,1.27,0.78,3.13,,,,2,2,Bot,,,,,,,-4.555144101066175,-141.0372925744977,-5.353116783328755,3.614964991290039,32.941469531853826,-14.17629770684281,3.49,1.64,,,,98.4,2252,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.3,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,144,0.0,-0.043,,,,0.043,,0,0,0.5110582726790304,0.5110582726790304,26,24,26,24,1,0,6,2,,1,1.16,0.19,-0.19,34.6,,,,,
SI,2025-09-30,97.9,2.24,6.07,"Crochet, Garrett",663757,676979,strikeout,swinging_strike,,,,,9,Trent Grisham strikes out swinging.,F,L,L,NYY,BOS,S,2.0,,1,2,2025,1.23,0.44,0.72,1.96,,,,1,2,Bot,,,,,,,-6.9899328542214,-142.22596131254335,-6.596384245878172,18.30130210647658,34.79118157033641,-24.859994125981903,3.57,1.67,,,,98.4,2350,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.67,,0.0,0.0,1.0,0.0,0.0,,13,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,144,-0.017,-0.18,74.7,7.6,,0.18,,0,0,0.5281110468127662,0.5281110468127662,26,28,26,29,1,0,6,2,,1,1.96,1.23,1.23,33.1,17.086809241115276,-3.578324183261271,29.76669447565004,29.412225547565008,25.167443866009524
FC,2025-09-30,91.3,1.98,6.18,"Crochet, Garrett",663757,676979,,swinging_strike,,,,,13,Swinging Strike,F,L,L,NYY,BOS,S,,,1,1,2025,-0.34,0.46,-1.49,1.95,,,,1,2,Bot,,,,,,,-8.108357432180682,-132.75318896403448,-5.833848119385225,-2.4055523420098224,27.08154405329176,-25.739275986767858,3.57,1.67,,,,92.7,2430,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.47,,,,,,,,13,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,182,-0.001,-0.064,55.7,8.2,,0.064,,0,0,0.5281110468127662,0.5281110468127662,26,28,26,29,1,0,6,2,,1,2.27,-0.34,-0.34,36.4,18.12067527956904,0.8787636486636619,29.297545652134616,56.90604218094228,25.33661979954993
